customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST109008,Male,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,One year,Yes,Electronic check,57.45,6072.17,Yes
CUST109009,Female,0,No,Yes,62,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Two year,Yes,Credit card,43.62,6601.57,No
CUST109010,Female,1,No,Yes,39,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,83.39,6235.58,No
CUST109011,Female,0,Yes,No,8,Yes,Yes,No,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Credit card,40.98,6820.3,No
CUST109012,Female,0,No,Yes,15,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Credit card,109.85,3077.42,No
CUST109013,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer,44.91,8864.99,No
CUST109014,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,107.92,5479.0,Yes
CUST109015,Male,0,Yes,No,8,No,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Credit card,51.12,6318.59,No
CUST109016,Female,0,No,No,26,Yes,No phone service,DSL,No internet service,No,Yes,No internet service,Yes,No internet service,One year,No,Bank transfer,41.19,7928.92,No
CUST109017,Female,0,No,Yes,30,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes,Two year,No,Mailed check,65.97,4741.93,No
CUST109018,Male,1,Yes,Yes,50,Yes,No,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,49.21,7509.54,No
CUST109019,Female,1,Yes,Yes,60,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,No,One year,Yes,Credit card,58.84,6657.29,No
CUST109020,Female,0,No,Yes,62,Yes,No,DSL,Yes,Yes,No internet service,No,No internet service,Yes,One year,No,Credit card,101.63,2619.72,No
CUST109021,Female,0,No,Yes,20,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Mailed check,69.74,904.91,No
CUST109022,Female,0,Yes,Yes,9,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card,107.53,1722.12,No
CUST109023,Female,1,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No internet service,Month-to-month,Yes,Mailed check,27.84,4905.19,Yes
CUST109024,Female,0,No,No,9,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,One year,No,Credit card,72.29,3654.54,Yes
CUST109025,Male,1,No,Yes,35,No,No,No,No internet service,No internet service,No internet service,Yes,Yes,Yes,One year,No,Bank transfer,90.79,3032.19,No
CUST109026,Male,0,No,No,64,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,One year,No,Bank transfer,33.73,8565.48,Yes
CUST109027,Male,0,Yes,No,33,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,One year,No,Mailed check,98.09,4715.62,No
CUST109028,Female,0,No,No,12,Yes,No,DSL,Yes,Yes,Yes,No internet service,No,No internet service,One year,Yes,Electronic check,66.96,217.48,No
CUST109029,Male,1,No,No,56,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,No internet service,Month-to-month,Yes,Electronic check,101.38,1300.95,No
CUST109030,Female,0,No,No,26,Yes,No,No,No,Yes,No internet service,Yes,No,No,Month-to-month,No,Mailed check,117.52,6886.11,No
CUST109031,Female,0,No,Yes,32,Yes,Yes,No,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer,75.27,4341.44,No
CUST109032,Male,0,No,No,29,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,95.57,463.81,No
CUST109033,Female,0,Yes,Yes,55,Yes,No,DSL,No,No,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,116.98,2311.23,No
CUST109034,Female,1,Yes,No,7,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,94.65,4825.69,No
CUST109035,Female,0,No,Yes,0,Yes,No,No,Yes,No internet service,Yes,Yes,No,No internet service,One year,Yes,Bank transfer,46.94,3704.62,Yes
CUST109036,Female,0,No,Yes,49,Yes,No phone service,No,No,No,Yes,No internet service,No,Yes,One year,No,Bank transfer,59.8,6629.91,Yes
CUST109037,Male,0,Yes,No,47,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No internet service,No,One year,Yes,Electronic check,83.31,7114.44,No
CUST109038,Male,1,Yes,No,54,Yes,Yes,No,No internet service,Yes,Yes,No internet service,No internet service,No,One year,No,Credit card,98.39,6345.1,No
CUST109039,Female,0,No,No,60,Yes,No phone service,DSL,No,No,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,88.88,4664.04,No
CUST109040,Female,0,No,No,33,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No,No internet service,No,One year,Yes,Credit card,85.68,2880.49,No
CUST109041,Male,0,Yes,Yes,33,Yes,No phone service,No,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Bank transfer,34.5,4510.62,No
CUST109042,Female,1,Yes,Yes,3,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,80.26,2048.67,No
CUST109043,Male,1,Yes,Yes,43,Yes,No phone service,No,Yes,No,No,Yes,Yes,No,Two year,Yes,Mailed check,50.58,7727.55,No
CUST109044,Female,0,No,Yes,42,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Two year,Yes,Mailed check,36.63,1881.75,No
CUST109045,Male,0,No,No,47,Yes,Yes,No,No internet service,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer,39.42,7201.98,No
CUST109046,Female,0,Yes,No,51,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Credit card,65.97,867.93,No
CUST109047,Male,0,Yes,No,5,Yes,No phone service,Fiber optic,No,No,No,No,Yes,No internet service,One year,No,Bank transfer,98.08,7785.83,No
CUST109048,Male,0,No,No,37,Yes,No phone service,No,No internet service,No internet service,No,No,No,Yes,One year,No,Electronic check,75.65,8156.39,No
CUST109049,Female,0,Yes,No,38,Yes,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,109.9,8645.25,No
CUST109050,Male,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,Yes,No,No,Yes,Two year,No,Credit card,88.65,1943.55,No
CUST109051,Male,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Credit card,19.53,5056.53,No
CUST109052,Female,0,No,Yes,35,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,No,Mailed check,54.37,6432.04,Yes
CUST109053,Male,0,No,Yes,4,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,Yes,Month-to-month,Yes,Credit card,100.65,490.23,No
CUST109054,Male,0,Yes,No,39,Yes,No phone service,No,No internet service,No,Yes,No,No,No internet service,One year,No,Credit card,76.44,5061.49,No
CUST109055,Male,0,Yes,No,42,Yes,No phone service,No,No,No,No,Yes,No internet service,No,Two year,Yes,Credit card,110.64,419.14,No
CUST109056,Male,1,Yes,No,27,Yes,No phone service,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,63.4,1833.68,No
CUST109057,Male,0,Yes,Yes,40,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Mailed check,76.02,5382.64,Yes
CUST109058,Female,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer,91.73,1458.99,Yes
CUST109059,Female,0,No,Yes,54,Yes,No phone service,No,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,118.47,4876.8,No
CUST109060,Male,0,Yes,Yes,23,Yes,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,Yes,Two year,No,Mailed check,74.69,8050.05,No
CUST109061,Male,0,Yes,Yes,18,Yes,No phone service,No,No,Yes,No,No internet service,Yes,Yes,One year,No,Bank transfer,94.3,8504.52,Yes
CUST109062,Male,0,No,No,18,Yes,No,No,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer,38.33,168.35,Yes
CUST109063,Male,0,No,No,65,Yes,Yes,DSL,No internet service,No,Yes,No internet service,Yes,No,Two year,Yes,Mailed check,75.76,6365.3,Yes
CUST109064,Female,1,No,No,44,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No internet service,No,Two year,No,Bank transfer,78.04,2468.01,No
CUST109065,Female,1,Yes,No,1,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,106.04,1073.56,Yes
CUST109066,Male,0,Yes,No,36,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,116.47,474.34,No
CUST109067,Female,0,No,Yes,17,No,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,68.98,8634.28,No
CUST109068,Female,1,No,No,34,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Mailed check,67.93,1271.24,Yes
CUST109069,Female,1,No,Yes,24,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No,No,Month-to-month,No,Mailed check,83.19,5751.37,Yes
CUST109070,Male,0,Yes,Yes,4,Yes,Yes,No,Yes,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,68.37,7821.07,No
CUST109071,Male,0,Yes,Yes,40,Yes,No,No,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,119.94,735.5,No
CUST109072,Female,1,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,No,Electronic check,102.41,1468.69,Yes
CUST109073,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Credit card,59.15,8281.8,Yes
CUST109074,Female,0,Yes,No,16,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card,60.21,413.8,Yes
CUST109075,Female,0,Yes,No,23,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Electronic check,55.67,3247.72,Yes
CUST109076,Female,0,No,Yes,62,Yes,No phone service,No,Yes,Yes,Yes,Yes,No internet service,No internet service,One year,No,Credit card,55.44,5831.95,Yes
CUST109077,Male,0,Yes,Yes,22,Yes,No,DSL,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,45.37,3695.44,No
CUST109078,Female,0,No,Yes,7,Yes,No,No,No,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,77.26,7950.73,No
CUST109079,Female,0,No,Yes,30,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Mailed check,32.23,8121.91,No
CUST109080,Female,0,Yes,Yes,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,62.55,2063.27,No
CUST109081,Female,0,No,No,38,Yes,No phone service,DSL,No,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,65.26,7167.46,No
CUST109082,Male,0,No,Yes,49,Yes,Yes,No,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Electronic check,47.72,8098.67,No
CUST109083,Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,77.8,2854.43,No
CUST109084,Female,0,Yes,No,66,Yes,No phone service,No,No internet service,No,No,Yes,No,Yes,Two year,No,Bank transfer,30.78,7139.59,No
CUST109085,Male,0,Yes,No,24,No,Yes,Fiber optic,Yes,No,No,No,No internet service,No,Month-to-month,No,Electronic check,90.58,3431.39,No
CUST109086,Male,0,Yes,Yes,71,No,Yes,Fiber optic,No,No internet service,No internet service,No,No,No internet service,Two year,No,Mailed check,20.38,6650.2,No
CUST109087,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Bank transfer,72.36,6036.47,No
CUST109088,Male,0,Yes,Yes,17,Yes,Yes,No,No,No,Yes,No internet service,Yes,No internet service,Two year,Yes,Mailed check,41.79,2833.24,No
CUST109089,Female,0,No,Yes,41,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card,90.38,2825.65,No
CUST109090,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,110.78,8592.3,No
CUST109091,Male,0,No,No,4,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer,43.79,837.69,No
CUST109092,Male,0,Yes,Yes,49,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,104.03,5034.37,No
CUST109093,Male,0,Yes,No,6,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,63.29,1407.91,Yes
CUST109094,Male,0,No,Yes,22,Yes,No phone service,No,No,No,No,No internet service,No internet service,No internet service,One year,Yes,Electronic check,25.89,1731.92,No
CUST109095,Female,0,No,No,65,Yes,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.14,1529.18,No
CUST109096,Female,0,No,Yes,35,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card,114.73,7943.06,No
CUST109097,Female,0,No,No,53,Yes,No phone service,No,Yes,No internet service,Yes,No,No,Yes,One year,No,Mailed check,83.92,5084.14,Yes
CUST109098,Male,1,Yes,No,19,Yes,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer,82.9,325.5,No
CUST109099,Male,0,No,No,25,Yes,No,No,No internet service,Yes,No,No,Yes,No internet service,One year,No,Bank transfer,101.21,2732.38,No
CUST109100,Male,0,Yes,Yes,58,Yes,No,No,No internet service,No,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,33.59,7326.52,No
CUST109101,Male,0,No,No,27,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,93.86,4988.49,No
CUST109102,Female,1,No,Yes,40,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,75.02,8994.05,No
CUST109103,Male,0,No,Yes,51,Yes,No phone service,No,Yes,No internet service,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,97.77,8767.44,No
CUST109104,Female,0,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,47.1,7673.96,No
CUST109105,Male,0,No,No,46,Yes,No,No,No,Yes,No internet service,Yes,Yes,No,Two year,Yes,Credit card,19.01,1402.8,Yes
CUST109106,Female,0,Yes,No,12,Yes,No,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,No,Credit card,97.85,4014.94,No
CUST109107,Female,0,Yes,No,26,No,No phone service,DSL,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,76.42,5300.94,No
CUST109108,Female,0,Yes,No,45,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Bank transfer,78.86,569.85,No
CUST109109,Male,0,Yes,Yes,18,Yes,No,DSL,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card,66.14,5966.43,No
CUST109110,Male,0,Yes,Yes,0,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,102.29,7352.32,No
CUST109111,Female,0,Yes,No,61,Yes,No,No,No internet service,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Mailed check,102.45,1878.45,No
CUST109112,Male,0,Yes,No,56,No,No phone service,DSL,No internet service,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Credit card,41.91,1839.12,Yes
CUST109113,Female,0,Yes,Yes,23,Yes,No,DSL,No internet service,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer,64.49,2616.46,No
CUST109114,Female,0,Yes,Yes,18,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No internet service,Two year,Yes,Mailed check,46.45,6792.53,Yes
CUST109115,Female,0,Yes,No,61,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,No,Two year,No,Credit card,19.73,2757.77,No
CUST109116,Male,0,Yes,Yes,22,Yes,No phone service,No,No internet service,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.87,2083.9,No
CUST109117,Male,0,No,Yes,9,No,No phone service,Fiber optic,No,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,114.31,4690.04,No
CUST109118,Female,0,No,No,64,Yes,No phone service,No,No internet service,No internet service,No,No internet service,No internet service,Yes,One year,Yes,Mailed check,50.04,1834.22,No
CUST109119,Female,0,Yes,No,63,Yes,No,DSL,No internet service,No internet service,No,Yes,No internet service,Yes,Two year,Yes,Bank transfer,99.82,6730.65,No
CUST109120,Female,1,Yes,Yes,52,Yes,No phone service,No,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,75.42,5159.81,No
CUST109121,Female,0,No,Yes,56,Yes,Yes,No,No,No internet service,No,No,No,No internet service,One year,No,Credit card,91.79,836.44,No
CUST109122,Male,0,Yes,No,33,Yes,No phone service,No,No,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,19.93,8540.92,No
CUST109123,Male,1,Yes,No,51,Yes,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No internet service,Two year,Yes,Bank transfer,27.16,4869.3,No
CUST109124,Male,0,Yes,Yes,13,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Bank transfer,45.67,4482.91,No
CUST109125,Male,0,No,No,47,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Credit card,45.34,8998.34,No
CUST109126,Female,0,No,Yes,1,Yes,Yes,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,Yes,Electronic check,51.2,6233.42,No
CUST109127,Male,0,No,Yes,14,Yes,Yes,No,No internet service,No,No,No internet service,Yes,Yes,Two year,No,Electronic check,22.05,7587.42,No
CUST109128,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,Yes,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,56.33,572.13,No
CUST109129,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,One year,No,Credit card,54.39,4374.04,No
CUST109130,Female,0,No,No,40,Yes,Yes,No,No,No internet service,No internet service,Yes,No,No,One year,Yes,Bank transfer,87.83,5752.72,No
CUST109131,Female,1,No,No,52,Yes,No,DSL,Yes,No internet service,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,117.25,5521.01,No
CUST109132,Male,0,Yes,No,2,Yes,Yes,No,No internet service,No,No,No internet service,Yes,Yes,Two year,Yes,Bank transfer,94.9,5345.31,Yes
CUST109133,Male,0,Yes,No,13,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Credit card,90.26,2363.64,Yes
CUST109134,Female,0,No,No,5,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,73.02,2571.38,No
CUST109135,Male,0,Yes,No,63,Yes,No,No,No internet service,No,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,69.35,5314.73,No
CUST109136,Male,1,Yes,Yes,23,Yes,Yes,DSL,No,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,55.61,1340.42,Yes
CUST109137,Male,0,No,No,40,Yes,No,No,Yes,Yes,No,No,No,No,One year,No,Bank transfer,84.74,6962.37,No
CUST109138,Male,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer,71.87,6120.46,No
CUST109139,Female,1,No,No,64,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,21.41,907.28,No
CUST109140,Female,0,No,Yes,31,Yes,No phone service,DSL,No internet service,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,20.0,6648.07,Yes
CUST109141,Male,1,No,No,38,Yes,No,DSL,No internet service,No,Yes,No,Yes,No,Two year,Yes,Bank transfer,34.11,1652.98,No
CUST109142,Male,0,No,Yes,19,Yes,No,No,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,62.31,4221.65,No
CUST109143,Female,1,Yes,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,No internet service,No,Two year,No,Electronic check,22.26,2373.23,No
CUST109144,Male,0,No,Yes,17,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,One year,Yes,Mailed check,37.67,4895.59,No
CUST109145,Female,0,Yes,Yes,29,Yes,No,No,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer,31.8,4598.3,No
CUST109146,Male,0,No,No,14,Yes,No phone service,DSL,Yes,No internet service,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,82.16,5432.99,Yes
CUST109147,Female,0,No,No,40,Yes,No,DSL,No,No internet service,No,Yes,No internet service,No,Two year,Yes,Credit card,40.9,7445.48,Yes
CUST109148,Male,0,Yes,No,37,Yes,No phone service,No,No,No,Yes,Yes,No,No,One year,No,Mailed check,116.66,2726.64,No
CUST109149,Female,0,Yes,Yes,9,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,Two year,No,Electronic check,111.66,2834.6,No
CUST109150,Female,0,No,Yes,20,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,82.47,1111.09,No
CUST109151,Female,0,Yes,Yes,29,Yes,No,DSL,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card,22.84,3190.48,No
CUST109152,Male,0,No,Yes,44,Yes,No,DSL,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,30.91,6570.25,No
CUST109153,Female,0,Yes,Yes,70,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,Yes,One year,Yes,Electronic check,46.08,7668.99,Yes
CUST109154,Male,1,No,No,65,Yes,No,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,Yes,Bank transfer,30.21,2667.8,No
CUST109155,Female,0,Yes,Yes,69,Yes,No,Fiber optic,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,No,Credit card,65.57,3151.34,Yes
CUST109156,Male,0,No,No,64,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer,30.22,6954.92,No
CUST109157,Male,0,No,No,3,Yes,No phone service,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,No,Credit card,100.21,1425.34,No
CUST109158,Male,0,No,Yes,35,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,22.54,889.15,No
CUST109159,Male,0,No,No,26,Yes,Yes,DSL,No,No internet service,Yes,No,No,No internet service,One year,Yes,Bank transfer,114.68,5066.74,No
CUST109160,Female,0,Yes,Yes,64,Yes,No phone service,Fiber optic,Yes,No internet service,No,Yes,Yes,Yes,One year,No,Electronic check,31.9,6789.97,No
CUST109161,Male,1,Yes,Yes,58,Yes,No,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Bank transfer,95.07,7007.01,Yes
CUST109162,Male,0,Yes,Yes,31,Yes,No,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Bank transfer,80.53,1492.84,Yes
CUST109163,Female,0,No,No,34,Yes,No phone service,DSL,No,No internet service,No,No,Yes,Yes,Two year,Yes,Mailed check,112.01,7490.86,No
CUST109164,Female,0,Yes,Yes,22,No,Yes,No,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,90.2,8659.16,No
CUST109165,Female,0,Yes,Yes,63,Yes,No,No,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Credit card,46.55,367.94,Yes
CUST109166,Female,0,No,No,45,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No,One year,Yes,Mailed check,105.87,3296.53,No
CUST109167,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,106.18,1901.56,No
CUST109168,Male,0,No,Yes,12,Yes,Yes,DSL,No internet service,No internet service,No internet service,No internet service,Yes,Yes,Two year,No,Mailed check,57.87,4017.14,No
CUST109169,Male,0,No,Yes,62,Yes,No phone service,No,No,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,71.2,2637.16,No
CUST109170,Female,0,Yes,No,47,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,No,No internet service,Two year,No,Electronic check,107.86,4784.0,Yes
CUST109171,Male,0,No,Yes,41,Yes,No,No,No,Yes,No,No,No,Yes,Two year,No,Credit card,48.49,1855.32,No
CUST109172,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No internet service,One year,Yes,Credit card,111.77,4685.85,No
CUST109173,Female,0,No,No,21,Yes,No,No,No internet service,No internet service,Yes,No internet service,No,No,One year,Yes,Electronic check,66.49,4543.92,No
CUST109174,Female,0,No,No,70,Yes,No,No,No internet service,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer,116.94,5070.46,Yes
CUST109175,Male,0,No,No,42,No,Yes,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer,54.74,7844.03,No
CUST109176,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Two year,Yes,Electronic check,101.96,8985.07,No
CUST109177,Male,0,Yes,Yes,62,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Two year,No,Mailed check,109.62,2946.81,No
CUST109178,Male,0,No,Yes,12,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No,No internet service,Month-to-month,No,Credit card,110.05,4841.06,No
CUST109179,Female,0,No,No,4,Yes,Yes,No,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,No,Electronic check,53.52,5902.43,No
CUST109180,Female,0,No,Yes,7,No,No,Fiber optic,Yes,Yes,Yes,No internet service,No,Yes,Two year,Yes,Credit card,62.7,8828.14,Yes
CUST109181,Male,0,Yes,No,48,Yes,No,No,Yes,No internet service,Yes,Yes,No internet service,Yes,One year,Yes,Electronic check,48.56,382.78,Yes
CUST109182,Male,0,Yes,Yes,36,Yes,No,DSL,No internet service,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,91.33,1282.68,No
CUST109183,Male,0,No,Yes,57,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,106.82,7972.66,No
CUST109184,Male,0,No,No,64,Yes,No phone service,DSL,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,107.81,4638.77,Yes
